"","date","ticker","activity","sentiment","deltaActivity","deltaSentiment","newEntry"
"3824",2022-04-11,"TQQQ",0.0164,8,0.004,-5,FALSE
"3825",2022-04-11,"SPY",0.0304,4,0.0156,2,FALSE
"3826",2022-04-11,"QQQ",0.027,5,0.0098,4,FALSE
"3827",2022-04-11,"NVDA",0.0406,0,0.0276,-2,FALSE
"3828",2022-04-11,"MSFT",0.0192,-1,-0.0098,-5,FALSE
"3829",2022-04-11,"AMD",0.049,-1,0.026,-9,FALSE
"3830",2022-04-11,"AAPL",0.0312,-6,-0.0325,-6,FALSE
"3811",2022-04-12,"TWTR",0.0187,-2,0.007,1,FALSE
"3812",2022-04-12,"TSLA",0.0383,1,-0.0094,2,FALSE
"3813",2022-04-12,"TQQQ",0.0216,8,0.0099,7,FALSE
"3814",2022-04-12,"SQQQ",0.0218,5,0.001,2,FALSE
"3815",2022-04-12,"SPY",0.0328,6,0.0186,1,FALSE
"3816",2022-04-12,"QQQ",0.0318,5,0.0158,4,FALSE
"3817",2022-04-12,"NVDA",0.0487,-1,0.0282,-3,FALSE
"3818",2022-04-12,"MSFT",0.016,-1,-0.0279,-6,FALSE
"3819",2022-04-12,"AMD",0.0452,-1,0.0144,-3,FALSE
"3820",2022-04-12,"AAPL",0.0357,-6,0.0052,-5,FALSE
"3801",2022-04-13,"VERU",0.0212,8,0,0,TRUE
"3802",2022-04-13,"TWTR",0.0139,-1,-0.0048,1,FALSE
"3803",2022-04-13,"TSLA",0.035,1,-0.0108,1,FALSE
"3804",2022-04-13,"TQQQ",0.0182,10,0.0043,15,FALSE
"3805",2022-04-13,"SQQQ",0.016,4,-0.0058,-1,FALSE
"3806",2022-04-13,"SPY",0.029,4,-0.0059,1,FALSE
"3807",2022-04-13,"QQQ",0.0285,5,0.012,4,FALSE
"3808",2022-04-13,"NVDA",0.0383,0,0.0253,-1,FALSE
"3809",2022-04-13,"AMD",0.0465,-1,0.0254,-3,FALSE
"3810",2022-04-13,"AAPL",0.0353,-5,0.000199999999999999,-4,FALSE
"3791",2022-04-14,"VERU",0.0209,7,-0.000300000000000002,-1,FALSE
"3792",2022-04-14,"TWTR",0.0679,1,0.054,2,FALSE
"3793",2022-04-14,"TSLA",0.0323,2,-0.0417,2,FALSE
"3794",2022-04-14,"TQQQ",0.0173,8,0.007,-1,FALSE
"3795",2022-04-14,"SQQQ",0.0164,5,0.0045,0,FALSE
"3796",2022-04-14,"SPY",0.0322,4,0.0212,1,FALSE
"3797",2022-04-14,"QQQ",0.0306,3,0.0153,4,FALSE
"3798",2022-04-14,"NVDA",0.035,2,0.0195,1,FALSE
"3799",2022-04-14,"AMD",0.0333,0,0.0179,-6,FALSE
"3800",2022-04-14,"AAPL",0.0376,-2,-0.008,-2,FALSE
"3781",2022-04-18,"TWTR",0.0407,1,0,0,TRUE
"3782",2022-04-18,"TSLA",0.034,2,-0.0096,2,FALSE
"3783",2022-04-18,"TQQQ",0.0169,5,0.0038,-4,FALSE
"3784",2022-04-18,"SQQQ",0.0183,7,0.0023,3,FALSE
"3785",2022-04-18,"SPY",0.0308,3,0.0163,-5,FALSE
"3786",2022-04-18,"QQQ",0.0285,0,0.01,2,FALSE
"3787",2022-04-18,"NVDA",0.0353,1,0.0086,-1,FALSE
"3788",2022-04-18,"MSFT",0.011,-2,-0.0028,-9,FALSE
"3789",2022-04-18,"AMD",0.0355,-1,0.0116,-4,FALSE
"3790",2022-04-18,"AAPL",0.0327,-3,-0.0132,-2,FALSE
"3771",2022-04-19,"TWTR",0.036,1,-0.0047,0,FALSE
"3772",2022-04-19,"TSLA",0.0326,2,-0.0297,2,FALSE
"3773",2022-04-19,"TQQQ",0.0185,6,0.0079,8,FALSE
"3774",2022-04-19,"SQQQ",0.0158,6,-0.0037,-3,FALSE
"3775",2022-04-19,"SPY",0.0367,3,0.0237,-9,FALSE
"3776",2022-04-19,"QQQ",0.0294,0,0.0129,2,FALSE
"3777",2022-04-19,"NVDA",0.0362,1,0.0156,1,FALSE
"3778",2022-04-19,"FB",0.0106,-2,-0.0034,-1,FALSE
"3779",2022-04-19,"AMD",0.0351,-3,0.0027,-8,FALSE
"3780",2022-04-19,"AAPL",0.0299,-3,-0.0269,-3,FALSE
"3761",2022-04-20,"TSLA",0.0395,2,-0.0673,2,FALSE
"3762",2022-04-20,"TQQQ",0.0187,6,0.001,10,FALSE
"3763",2022-04-20,"SQQQ",0.018,6,0.0022,0,FALSE
"3764",2022-04-20,"SPY",0.0311,5,0.0205,-7,FALSE
"3765",2022-04-20,"QQQ",0.0289,2,0.0112,-1,FALSE
"3766",2022-04-20,"NVDA",0.0277,0,-0.0016,0,FALSE
"3767",2022-04-20,"NFLX",0.0954,1,0.077,-1,FALSE
"3768",2022-04-20,"FB",0.0192,0,0.000199999999999999,1,FALSE
"3769",2022-04-20,"AMD",0.0265,-2,-0.0032,-8,FALSE
"3770",2022-04-20,"AAPL",0.0275,-3,-0.003,-2,FALSE
"3751",2022-04-21,"TSLA",0.0534,1,-0.0106,1,FALSE
"3752",2022-04-21,"TQQQ",0.0196,4,0.0042,2,FALSE
"3753",2022-04-21,"SQQQ",0.021,9,0.003,3,FALSE
"3754",2022-04-21,"SPY",0.0366,7,0.0209,-3,FALSE
"3755",2022-04-21,"QQQ",0.0335,1,0.0148,-5,FALSE
"3756",2022-04-21,"NVDA",0.0335,-1,0.00140000000000001,-1,FALSE
"3757",2022-04-21,"NFLX",0.0417,-2,0.0226,-4,FALSE
"3758",2022-04-21,"FB",0.0181,1,-0.0168,2,FALSE
"3759",2022-04-21,"AMD",0.0293,-2,-0.000699999999999999,-7,FALSE
"3760",2022-04-21,"AAPL",0.0309,-2,0.0036,0,FALSE
"3741",2022-04-22,"TWTR",0.0196,1,0,0,TRUE
"3742",2022-04-22,"TSLA",0.0382,1,-0.008,1,FALSE
"3743",2022-04-22,"TQQQ",0.0199,2,0.0062,-17,FALSE
"3744",2022-04-22,"SQQQ",0.0263,10,0.0072,6,FALSE
"3745",2022-04-22,"SPY",0.0418,7,0.0278,1,FALSE
"3746",2022-04-22,"QQQ",0.0331,2,0.0182,-11,FALSE
"3747",2022-04-22,"NVDA",0.0352,-2,0.0062,-1,FALSE
"3748",2022-04-22,"NFLX",0.0252,-2,0.0117,-2,FALSE
"3749",2022-04-22,"AMD",0.0281,-4,0.0098,-9,FALSE
"3750",2022-04-22,"AAPL",0.0337,-4,0.0019,-3,FALSE
"3731",2022-04-25,"TWTR",0.0307,3,0,0,TRUE
"3732",2022-04-25,"TSLA",0.0351,1,-0.000300000000000002,1,FALSE
"3733",2022-04-25,"TQQQ",0.0246,0,0.012,-12,FALSE
"3734",2022-04-25,"SQQQ",0.024,11,0.0052,6,FALSE
"3735",2022-04-25,"SPY",0.0406,6,0.0195,3,FALSE
"3736",2022-04-25,"QQQ",0.0354,2,0.0189,-9,FALSE
"3737",2022-04-25,"NVDA",0.034,-3,0.0119,-2,FALSE
"3738",2022-04-25,"NFLX",0.0157,-1,-0.0135,-1,FALSE
"3739",2022-04-25,"AMD",0.0352,-6,0.0068,-13,FALSE
"3740",2022-04-25,"AAPL",0.0318,-6,-0.0154,-6,FALSE
"3721",2022-04-26,"TSLA",0.0709,2,0.0309,2,FALSE
"3722",2022-04-26,"TQQQ",0.0259,0,0.0117,2,FALSE
"3723",2022-04-26,"SQQQ",0.0236,13,0.0075,10,FALSE
"3724",2022-04-26,"SPY",0.0398,6,0.00770000000000001,3,FALSE
"3725",2022-04-26,"QQQ",0.0381,3,0.0223,-5,FALSE
"3726",2022-04-26,"NVDA",0.0371,-2,0.0158,0,FALSE
"3727",2022-04-26,"MSFT",0.0173,2,-0.0099,2,FALSE
"3728",2022-04-26,"FB",0.0135,1,-0.0155,1,FALSE
"3729",2022-04-26,"AMD",0.0324,-4,0.0058,-7,FALSE
"3730",2022-04-26,"AAPL",0.0349,-5,-0.0104,-2,FALSE
"3711",2022-04-27,"TSLA",0.0439,0,0.0079,0,FALSE
"3712",2022-04-27,"TQQQ",0.0256,-1,0.0118,3,FALSE
"3713",2022-04-27,"SQQQ",0.0294,12,0.0162,10,FALSE
"3714",2022-04-27,"SPY",0.0399,5,0.009,4,FALSE
"3715",2022-04-27,"QQQ",0.0366,1,0.0206,-6,FALSE
"3716",2022-04-27,"NVDA",0.0268,-3,0.0076,-1,FALSE
"3717",2022-04-27,"MSFT",0.0356,1,0.0102,0,FALSE
"3718",2022-04-27,"BA",0.024,-2,-0.0176,-1,FALSE
"3719",2022-04-27,"AMD",0.032,-5,0.0054,-9,FALSE
"3720",2022-04-27,"AAPL",0.031,-5,-0.0118,-3,FALSE
"3701",2022-04-28,"TSLA",0.0589,0,0.024,0,FALSE
"3702",2022-04-28,"TQQQ",0.0228,-1,0.0104,-13,FALSE
"3703",2022-04-28,"TDOC",0.0148,-2,0,0,TRUE
"3704",2022-04-28,"SQQQ",0.0262,12,0.0117,3,FALSE
"3705",2022-04-28,"SPY",0.0409,2,0.017,-3,FALSE
"3706",2022-04-28,"QQQ",0.0331,-2,0.02,-11,FALSE
"3707",2022-04-28,"NVDA",0.0298,-2,0.0157,-1,FALSE
"3708",2022-04-28,"FB",0.0499,0,0.0322,-2,FALSE
"3709",2022-04-28,"AMD",0.0318,-5,0.013,-11,FALSE
"3710",2022-04-28,"AAPL",0.0425,-4,-0.0165,-4,FALSE
"3691",2022-04-29,"TSLA",0.0479,1,0.009,1,FALSE
"3692",2022-04-29,"TQQQ",0.0223,1,0.0074,-4,FALSE
"3693",2022-04-29,"SQQQ",0.029,10,0.0153,1,FALSE
"3694",2022-04-29,"SPY",0.0421,4,0.0247,1,FALSE
"3695",2022-04-29,"QQQ",0.033,1,0.0173,-1,FALSE
"3696",2022-04-29,"NVDA",0.0284,-1,0.0136,0,FALSE
"3697",2022-04-29,"FB",0.0252,-1,0.0149,0,FALSE
"3698",2022-04-29,"AMZN",0.0381,4,0.0226,3,FALSE
"3699",2022-04-29,"AMD",0.0275,-4,0.0037,-11,FALSE
"3700",2022-04-29,"AAPL",0.0512,-3,-0.0158,-3,FALSE
"3681",2022-05-02,"TSLA",0.0373,1,0.0133,1,FALSE
"3682",2022-05-02,"TQQQ",0.0256,2,0.0103,-5,FALSE
"3683",2022-05-02,"SQQQ",0.0279,9,0.014,1,FALSE
"3684",2022-05-02,"SPY",0.0466,3,-0.0022,-7,FALSE
"3685",2022-05-02,"QQQ",0.0338,2,0.0134,-3,FALSE
"3686",2022-05-02,"NVDA",0.0317,-2,0.015,-2,FALSE
"3687",2022-05-02,"FB",0.0225,-1,0.0054,-1,FALSE
"3688",2022-05-02,"AMZN",0.0161,3,0.0017,2,FALSE
"3689",2022-05-02,"AMD",0.0359,-4,0.0087,-8,FALSE
"3690",2022-05-02,"AAPL",0.0422,-5,0.0046,-6,FALSE
"3671",2022-05-03,"TSLA",0.0403,0,0.0177,0,FALSE
"3672",2022-05-03,"TQQQ",0.025,1,0.01,8,FALSE
"3673",2022-05-03,"SQQQ",0.0236,10,0.0072,2,FALSE
"3674",2022-05-03,"SPY",0.0464,3,0.0317,0,FALSE
"3675",2022-05-03,"QQQ",0.0335,3,0.0242,-3,FALSE
"3676",2022-05-03,"NVDA",0.0308,-1,0.0141,0,FALSE
"3677",2022-05-03,"MSFT",0.0108,2,-0.000799999999999999,0,FALSE
"3678",2022-05-03,"FB",0.0247,-1,0.0154,1,FALSE
"3679",2022-05-03,"AMD",0.0474,-3,0.0133,-9,FALSE
"3680",2022-05-03,"AAPL",0.0415,-5,-0.013,-4,FALSE
"3661",2022-05-04,"TSLA",0.0421,0,-0.0071,-1,FALSE
"3662",2022-05-04,"TQQQ",0.028,1,0.0172,-4,FALSE
"3663",2022-05-04,"SQQQ",0.0233,10,0.0084,3,FALSE
"3664",2022-05-04,"SPY",0.0368,3,0.019,0,FALSE
"3665",2022-05-04,"QQQ",0.0353,3,0.0247,-4,FALSE
"3666",2022-05-04,"NVDA",0.0333,0,0.0223,0,FALSE
"3667",2022-05-04,"LYFT",0.013,-3,0,0,TRUE
"3668",2022-05-04,"FB",0.0178,-1,0.0093,1,FALSE
"3669",2022-05-04,"AMD",0.0894,-2,0.0547,-9,FALSE
"3670",2022-05-04,"AAPL",0.0391,-4,-0.0229,-3,FALSE
"3651",2022-05-05,"TSLA",0.0387,1,-0.1673,1,FALSE
"3652",2022-05-05,"TQQQ",0.0322,1,0.0153,1,FALSE
"3653",2022-05-05,"SQQQ",0.0271,11,0.0131,5,FALSE
"3654",2022-05-05,"SPY",0.0482,5,0.0342,3,FALSE
"3655",2022-05-05,"QQQ",0.0407,4,0.0245,5,FALSE
"3656",2022-05-05,"NVDA",0.0281,1,0.0124,2,FALSE
"3657",2022-05-05,"MSFT",0.0148,4,-0.0036,1,FALSE
"3658",2022-05-05,"FB",0.0152,-1,0.0059,-3,FALSE
"3659",2022-05-05,"AMD",0.0615,-1,0.0466,-2,FALSE
"3660",2022-05-05,"AAPL",0.0407,-1,0.0037,-1,FALSE
"3641",2022-05-06,"TSLA",0.0351,2,-0.1309,3,FALSE
"3642",2022-05-06,"TQQQ",0.0312,0,0.0221,-4,FALSE
"3643",2022-05-06,"SQQQ",0.0329,10,0.0218,6,FALSE
"3644",2022-05-06,"SPY",0.0418,6,0.0274,3,FALSE
"3645",2022-05-06,"QQQ",0.0362,3,0.0274,-1,FALSE
"3646",2022-05-06,"NVDA",0.0284,1,0.0143,1,FALSE
"3647",2022-05-06,"MSFT",0.0128,4,-0.0102,1,FALSE
"3648",2022-05-06,"FB",0.0129,-1,-0.000699999999999999,0,FALSE
"3649",2022-05-06,"AMD",0.0599,-1,0.0444,-1,FALSE
"3650",2022-05-06,"AAPL",0.0381,-2,0.0056,-1,FALSE
"3631",2022-05-09,"TSLA",0.0399,2,-0.04,1,FALSE
"3632",2022-05-09,"TQQQ",0.022,3,0.0075,-7,FALSE
"3633",2022-05-09,"SQQQ",0.024,8,0.0049,5,FALSE
"3634",2022-05-09,"SPY",0.0417,7,0.0267,4,FALSE
"3635",2022-05-09,"QQQ",0.0304,4,0.021,-6,FALSE
"3636",2022-05-09,"NVDA",0.0282,-1,0.0165,-2,FALSE
"3637",2022-05-09,"MSFT",0.0157,0,0.0033,1,FALSE
"3638",2022-05-09,"FB",0.0144,-3,-0.0076,-2,FALSE
"3639",2022-05-09,"AMD",0.0528,-2,0.03,-10,FALSE
"3640",2022-05-09,"AAPL",0.038,-4,-0.0102,-4,FALSE
"3621",2022-05-10,"TSLA",0.036,1,-0.0329,0,FALSE
"3622",2022-05-10,"TQQQ",0.0258,2,0.0149,-10,FALSE
"3623",2022-05-10,"SQQQ",0.0292,7,0.0128,2,FALSE
"3624",2022-05-10,"SPY",0.0395,6,0.0273,2,FALSE
"3625",2022-05-10,"QQQ",0.0322,4,0.015,2,FALSE
"3626",2022-05-10,"NVDA",0.0331,-1,0.0059,3,FALSE
"3627",2022-05-10,"MSFT",0.0129,-1,0.0017,-3,FALSE
"3628",2022-05-10,"FB",0.0152,-3,9e-04,-2,FALSE
"3629",2022-05-10,"AMD",0.0604,-2,0.0268,-10,FALSE
"3630",2022-05-10,"AAPL",0.0351,-5,-0.0266,-5,FALSE
"3611",2022-05-11,"TSLA",0.0423,1,0.0064,1,FALSE
"3612",2022-05-11,"TQQQ",0.0247,2,0.0123,-11,FALSE
"3613",2022-05-11,"SQQQ",0.0321,8,0.0218,8,FALSE
"3614",2022-05-11,"SPY",0.0389,5,0.0241,3,FALSE
"3615",2022-05-11,"RBLX",0.0148,0,0,0,TRUE
"3616",2022-05-11,"QQQ",0.0328,4,0.0156,3,FALSE
"3617",2022-05-11,"NVDA",0.0313,-2,0.0183,-4,FALSE
"3618",2022-05-11,"COIN",0.0151,-7,0,0,TRUE
"3619",2022-05-11,"AMD",0.0559,-2,0.0329,-10,FALSE
"3620",2022-05-11,"AAPL",0.0467,-4,-0.017,-4,FALSE
"3601",2022-05-12,"TSLA",0.0507,1,0.003,2,FALSE
"3602",2022-05-12,"TQQQ",0.0272,3,0.0155,2,FALSE
"3603",2022-05-12,"SQQQ",0.0316,7,0.0108,4,FALSE
"3604",2022-05-12,"SPY",0.0374,5,0.0232,0,FALSE
"3605",2022-05-12,"QQQ",0.0312,3,0.0152,2,FALSE
"3606",2022-05-12,"NVDA",0.0306,-4,0.0101,-6,FALSE
"3607",2022-05-12,"MSFT",0.0161,-4,-0.0278,-9,FALSE
"3608",2022-05-12,"FB",0.0143,-2,-0.0063,-3,FALSE
"3609",2022-05-12,"AMD",0.0454,-5,0.0146,-7,FALSE
"3610",2022-05-12,"AAPL",0.0524,-6,0.0219,-5,FALSE
"3591",2022-05-13,"TWTR",0.0134,-3,-0.0053,-1,FALSE
"3592",2022-05-13,"TSLA",0.0426,1,-0.0032,1,FALSE
"3593",2022-05-13,"TQQQ",0.0257,4,0.0118,9,FALSE
"3594",2022-05-13,"SQQQ",0.0301,5,0.0083,0,FALSE
"3595",2022-05-13,"SPY",0.0407,4,0.0058,1,FALSE
"3596",2022-05-13,"QQQ",0.0348,3,0.0183,2,FALSE
"3597",2022-05-13,"NVDA",0.0392,-4,0.0262,-5,FALSE
"3598",2022-05-13,"MSFT",0.0135,-4,-0.0263,-8,FALSE
"3599",2022-05-13,"AMD",0.0651,-6,0.044,-8,FALSE
"3600",2022-05-13,"AAPL",0.0458,-3,0.0107,-2,FALSE
"3581",2022-05-16,"TSLA",0.0448,1,-0.0068,1,FALSE
"3582",2022-05-16,"TQQQ",0.0249,6,0.0137,2,FALSE
"3583",2022-05-16,"SQQQ",0.0301,3,0.0122,-4,FALSE
"3584",2022-05-16,"SPY",0.0397,3,0.0254,-5,FALSE
"3585",2022-05-16,"QQQ",0.0356,3,0.0208,-7,FALSE
"3586",2022-05-16,"NVDA",0.0355,-4,0.0077,-3,FALSE
"3587",2022-05-16,"MSFT",0.0167,-3,0.0072,-8,FALSE
"3588",2022-05-16,"FB",0.0131,-2,5e-04,-2,FALSE
"3589",2022-05-16,"AMD",0.076,-7,0.058,-10,FALSE
"3590",2022-05-16,"AAPL",0.0393,-1,-0.008,-1,FALSE
"3571",2022-05-17,"WMT",0.0174,0,0,0,TRUE
"3572",2022-05-17,"TSLA",0.0399,1,-0.028,1,FALSE
"3573",2022-05-17,"TQQQ",0.0246,7,0.0147,2,FALSE
"3574",2022-05-17,"SQQQ",0.0264,2,0.0055,-4,FALSE
"3575",2022-05-17,"SPY",0.0384,1,0.0255,-7,FALSE
"3576",2022-05-17,"QQQ",0.0353,2,0.019,3,FALSE
"3577",2022-05-17,"NVDA",0.0377,-4,0.015,-4,FALSE
"3578",2022-05-17,"MSFT",0.0139,-2,0.000799999999999999,-8,FALSE
"3579",2022-05-17,"AMD",0.0834,-4,0.0575,-7,FALSE
"3580",2022-05-17,"AAPL",0.0354,-1,-0.0057,0,FALSE
"3561",2022-05-18,"WMT",0.0128,1,-0.0046,1,FALSE
"3562",2022-05-18,"TSLA",0.0395,1,-0.0041,1,FALSE
"3563",2022-05-18,"TQQQ",0.0238,6,0.0107,-3,FALSE
"3564",2022-05-18,"TGT",0.0304,0,0,0,TRUE
"3565",2022-05-18,"SQQQ",0.0286,2,0.0126,-2,FALSE
"3566",2022-05-18,"SPY",0.0428,2,0.0283,-6,FALSE
"3567",2022-05-18,"QQQ",0.0324,3,0.0139,5,FALSE
"3568",2022-05-18,"NVDA",0.0313,-4,0.0046,-6,FALSE
"3569",2022-05-18,"AMD",0.0647,-5,0.0408,-8,FALSE
"3570",2022-05-18,"AAPL",0.041,0,-0.0049,1,FALSE
"3551",2022-05-19,"TSLA",0.0373,0,-0.025,0,FALSE
"3552",2022-05-19,"TQQQ",0.0261,6,0.0155,8,FALSE
"3553",2022-05-19,"TGT",0.0128,-1,-0.0176,-1,FALSE
"3554",2022-05-19,"SQQQ",0.0357,1,0.0162,-8,FALSE
"3555",2022-05-19,"SPY",0.0446,2,0.0316,-10,FALSE
"3556",2022-05-19,"QQQ",0.0316,2,0.0151,4,FALSE
"3557",2022-05-19,"NVDA",0.0378,-3,0.0172,-3,FALSE
"3558",2022-05-19,"MSFT",0.0118,1,-0.0109,-1,FALSE
"3559",2022-05-19,"AMD",0.0661,-6,0.0337,-11,FALSE
"3560",2022-05-19,"AAPL",0.0485,-4,-0.0083,-4,FALSE
"3541",2022-05-20,"TSLA",0.0623,0,-0.0445,0,FALSE
"3542",2022-05-20,"TQQQ",0.0238,4,0.0061,8,FALSE
"3543",2022-05-20,"SQQQ",0.0376,4,0.0218,-2,FALSE
"3544",2022-05-20,"SPY",0.0451,2,0.0345,-10,FALSE
"3545",2022-05-20,"QQQ",0.0347,-1,0.017,-4,FALSE
"3546",2022-05-20,"NVDA",0.0349,-3,0.0056,-3,FALSE
"3547",2022-05-20,"MSFT",0.0128,0,-0.0031,-2,FALSE
"3548",2022-05-20,"FB",0.0138,-4,-0.0052,-3,FALSE
"3549",2022-05-20,"AMD",0.0633,-6,0.0336,-12,FALSE
"3550",2022-05-20,"AAPL",0.0481,-1,0.0176,0,FALSE
"3531",2022-05-23,"TSLA",0.0423,-1,-0.0453,-1,FALSE
"3532",2022-05-23,"TQQQ",0.0254,6,0.0118,5,FALSE
"3533",2022-05-23,"SQQQ",0.0297,4,0.0103,-4,FALSE
"3534",2022-05-23,"SPY",0.0452,2,0.0329,-4,FALSE
"3535",2022-05-23,"QQQ",0.0302,-1,0.0156,-5,FALSE
"3536",2022-05-23,"NVDA",0.0387,-4,-0.0019,-4,FALSE
"3537",2022-05-23,"MSFT",0.0144,0,0.0029,-7,FALSE
"3538",2022-05-23,"FB",0.0109,-4,-0.0066,-3,FALSE
"3539",2022-05-23,"AMD",0.0704,-7,0.0551,-12,FALSE
"3540",2022-05-23,"AAPL",0.0531,0,0.0206,1,FALSE
"3521",2022-05-24,"TSLA",0.0371,-1,-0.0215,-1,FALSE
"3522",2022-05-24,"TQQQ",0.0272,5,0.0093,13,FALSE
"3523",2022-05-24,"SQQQ",0.0338,5,0.0129,-3,FALSE
"3524",2022-05-24,"SPY",0.0454,3,0.0306,-1,FALSE
"3525",2022-05-24,"SNAP",0.0161,5,-0.0541,2,FALSE
"3526",2022-05-24,"QQQ",0.0351,-1,0.0147,-12,FALSE
"3527",2022-05-24,"NVDA",0.0364,-5,0.0076,-5,FALSE
"3528",2022-05-24,"FB",0.0302,-5,0.0161,-4,FALSE
"3529",2022-05-24,"AMD",0.0564,-7,0.0398,-13,FALSE
"3530",2022-05-24,"AAPL",0.0463,0,0.015,0,FALSE
"3511",2022-05-25,"TSLA",0.042,-1,0.0066,-1,FALSE
"3512",2022-05-25,"TQQQ",0.0283,5,0.0157,-7,FALSE
"3513",2022-05-25,"SQQQ",0.0314,4,0.0126,-1,FALSE
"3514",2022-05-25,"SPY",0.0453,3,0.0242,0,FALSE
"3515",2022-05-25,"SNAP",0.0155,3,-6e-04,-2,FALSE
"3516",2022-05-25,"QQQ",0.0314,-1,0.0149,-12,FALSE
"3517",2022-05-25,"NVDA",0.0509,-4,0.0288,-3,FALSE
"3518",2022-05-25,"FB",0.0162,-7,-0.0055,-8,FALSE
"3519",2022-05-25,"AMD",0.0569,-6,0.0285,-13,FALSE
"3520",2022-05-25,"AAPL",0.0423,0,-0.0049,0,FALSE
"3501",2022-05-26,"TSLA",0.0471,0,0.0071,0,FALSE
"3502",2022-05-26,"TQQQ",0.0228,5,0.0086,7,FALSE
"3503",2022-05-26,"SQQQ",0.0247,4,0.0086,1,FALSE
"3504",2022-05-26,"SPY",0.0329,1,0.000800000000000002,-2,FALSE
"3505",2022-05-26,"SNOW",0.0182,-3,-0.0059,-5,FALSE
"3506",2022-05-26,"QQQ",0.0285,-2,0.0127,-10,FALSE
"3507",2022-05-26,"NVDA",0.08,-3,0.0587,-1,FALSE
"3508",2022-05-26,"FB",0.0115,-6,-0.0175,-6,FALSE
"3509",2022-05-26,"AMD",0.058,-5,0.0314,-8,FALSE
"3510",2022-05-26,"AAPL",0.0379,0,-0.0074,3,FALSE
"3491",2022-05-27,"TSLA",0.0463,1,0.0103,1,FALSE
"3492",2022-05-27,"TQQQ",0.0236,5,0.0098,9,FALSE
"3493",2022-05-27,"SQQQ",0.0212,3,0.008,1,FALSE
"3494",2022-05-27,"SPY",0.0348,0,0.0039,-1,FALSE
"3495",2022-05-27,"QQQ",0.0308,0,0.0148,-7,FALSE
"3496",2022-05-27,"NVDA",0.0483,-1,0.0291,1,FALSE
"3497",2022-05-27,"MSFT",0.0109,2,-0.0145,1,FALSE
"3498",2022-05-27,"FB",0.0132,-4,-0.0131,-3,FALSE
"3499",2022-05-27,"AMD",0.0517,-1,0.0251,-5,FALSE
"3500",2022-05-27,"AAPL",0.0368,4,-0.006,6,FALSE
"3481",2022-05-31,"TSLA",0.0502,1,-0.0183,1,FALSE
"3482",2022-05-31,"TQQQ",0.028,6,0.013,7,FALSE
"3483",2022-05-31,"SQQQ",0.0262,2,0.0081,-5,FALSE
"3484",2022-05-31,"SPY",0.036,0,0.0177,-3,FALSE
"3485",2022-05-31,"QQQ",0.0315,0,0.0218,-4,FALSE
"3486",2022-05-31,"NVDA",0.0391,-1,0.0132,-2,FALSE
"3487",2022-05-31,"FB",0.0106,-2,-0.028,-3,FALSE
"3488",2022-05-31,"AMZN",0.0153,4,-0.0068,3,FALSE
"3489",2022-05-31,"AMD",0.053,-1,0.0247,-6,FALSE
"3490",2022-05-31,"AAPL",0.0391,3,-0.00659999999999999,3,FALSE
"3471",2022-06-01,"TSLA",0.0414,1,0,0,TRUE
"3472",2022-06-01,"TQQQ",0.0321,7,0,0,TRUE
"3473",2022-06-01,"SQQQ",0.0299,2,0,0,TRUE
"3474",2022-06-01,"SPY",0.0409,1,0,0,TRUE
"3475",2022-06-01,"QQQ",0.0359,-1,0,0,TRUE
"3476",2022-06-01,"NVDA",0.0401,0,0,0,TRUE
"3477",2022-06-01,"FB",0.0169,-1,0,0,TRUE
"3478",2022-06-01,"CRM",0.0221,3,0,0,TRUE
"3479",2022-06-01,"AMD",0.0518,-3,0,0,TRUE
"3480",2022-06-01,"AAPL",0.0355,4,0,0,TRUE
"3461",2022-06-02,"TSLA",0.0495,1,0.0255,1,FALSE
"3462",2022-06-02,"TQQQ",0.0256,8,0.0103,1,FALSE
"3463",2022-06-02,"SQQQ",0.0258,1,0.0119,-7,FALSE
"3464",2022-06-02,"SPY",0.0387,0,-0.0101,-10,FALSE
"3465",2022-06-02,"QQQ",0.03,-1,0.0096,-6,FALSE
"3466",2022-06-02,"NVDA",0.0445,2,0.0278,2,FALSE
"3467",2022-06-02,"MSFT",0.023,1,-0.0067,0,FALSE
"3468",2022-06-02,"FB",0.018,-2,0.000899999999999998,-2,FALSE
"3469",2022-06-02,"AMD",0.0643,-1,0.0371,-5,FALSE
"3470",2022-06-02,"AAPL",0.0348,2,-0.0028,1,FALSE
"3451",2022-06-03,"TSLA",0.0601,2,0.0375,2,FALSE
"3452",2022-06-03,"TQQQ",0.0289,7,0.0139,14,FALSE
"3453",2022-06-03,"SQQQ",0.0307,0,0.0143,-8,FALSE
"3454",2022-06-03,"SPY",0.0384,1,0.0237,-2,FALSE
"3455",2022-06-03,"QQQ",0.0342,0,0.0249,-6,FALSE
"3456",2022-06-03,"NVDA",0.0456,1,0.0289,2,FALSE
"3457",2022-06-03,"FB",0.0126,0,0.0033,2,FALSE
"3458",2022-06-03,"AMZN",0.0127,4,-0.0127,3,FALSE
"3459",2022-06-03,"AMD",0.066,-2,0.0319,-8,FALSE
"3460",2022-06-03,"AAPL",0.0434,0,-0.0111,1,FALSE
"3441",2022-06-06,"TSLA",0.0441,2,-0.1219,3,FALSE
"3442",2022-06-06,"TQQQ",0.0264,8,0.0173,4,FALSE
